"ID"|"n_species"|"n_ecosystems"|"autoconsumption"|"n_preparations"|"n_Agr_pract"|"region"|"headsex"|"elcsa_cat"|"edu"|"assistance"|"nonaginc"|"hhsize"|"headage"|"numchildren"|"age"|"num_emp"|"area"|"ch"|"ced"|"l_fields"|"m_fields"|"cd_field"|"cd_garden"|"cd_tree"|"cd_gardentree"|"clust"
"1555"|1|1|1|1|1|"Amarilis"|FALSE|"2"|"1"|FALSE|FALSE|14|59|1|29|1|0.875|2700|0|2|2|3|3|1|4|"1"
"1556"|5|7|5|3|1|"Amarilis"|FALSE|"2"|"1"|TRUE|FALSE|7|38|2|34|1|0.58840001|850|0|1|1|2|0|0|0|"3"
"1558"|2|2|2|4|1|"Amarilis"|FALSE|"1"|"0"|FALSE|FALSE|6|45|2|37|1|0.73549998|814|0|2|1|3|0|0|0|"1"
"1559"|1|1|1|1|1|"Amarilis"|FALSE|"2"|"1"|FALSE|FALSE|5|46|0|44|2|0.58840001|1400|297.60001|2|2|1|0|1|1|"1"
"1560"|7|3|6|1|1|"Amarilis"|TRUE|"1"|"2"|FALSE|TRUE|9|61|1|27|1|0.5|1004|0|1|1|4|4|1|5|"1"
"1562"|4|2|4|1|1|"Amarilis"|FALSE|"2"|"3"|FALSE|FALSE|4|25|2|21|1|1|1700|116.25|2|2|4|0|0|0|"3"
"1563"|4|4|4|2|1|"Amarilis"|FALSE|"1"|"0"|FALSE|TRUE|6|34|1|34|2|0.125|550|0|1|1|3|0|0|0|"1"
"1564"|7|2|6|3|1|"Amarilis"|FALSE|"0"|"1"|FALSE|FALSE|7|30|2|30|1|0.58840001|8350|383.625|2|2|2|2|0|2|"1"
"1565"|4|3|4|2|4|"Amarilis"|FALSE|"1"|"2"|FALSE|TRUE|5|47|1|38|3|1|2320|1271|1|1|4|0|0|0|"1"
"1566"|1|1|1|1|1|"Amarilis"|FALSE|"3"|"0"|FALSE|FALSE|5|45|0|45|1|26|28500|2602.45|1|1|3|1|0|1|"1"
"1567"|1|1|1|1|1|"Amarilis"|FALSE|"3"|"1"|FALSE|FALSE|4|68|0|32|2|0.2942|1500|49.599998|1|1|1|2|0|2|"1"
"1570"|3|1|3|2|1|"Amarilis"|FALSE|"1"|"1"|TRUE|TRUE|6|39|2|35|2|1.471|1850|465|3|2|3|4|0|4|"1"
"1571"|3|3|3|3|1|"Amarilis"|FALSE|"2"|"0"|FALSE|FALSE|6|51|1|41|2|0.88260001|3750|1046.25|1|1|1|0|0|0|"1"
"1576"|2|1|2|1|1|"Amarilis"|FALSE|"1"|"1"|FALSE|TRUE|2|48|0|39|2|7.4710002|6375|785.84998|4|4|1|7|0|7|"1"
"1577"|4|1|4|3|1|"Amarilis"|FALSE|"1"|"1"|TRUE|TRUE|9|56|1|30|3|1.7652|3900|767.25|2|2|2|3|0|3|"1"
"1595"|10|4|10|3|4|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|7|42|1|37|1|20|13875|4882.5|2|2|1|0|0|0|"3"
"1600"|3|1|3|1|3|"Molino-Umari"|FALSE|"1"|"1"|TRUE|FALSE|4|37|0|35|1|1.5884|16500|1457|2|2|2|9|4|13|"3"
"1601"|6|2|6|1|1|"Molino-Umari"|FALSE|"2"|"4"|FALSE|TRUE|7|53|1|26|2|0.375|3375|372|1|1|1|12|0|12|"1"
"1603"|7|2|5|1|1|"Molino-Umari"|TRUE|"1"|"1"|FALSE|TRUE|5|26|1|26|2|6|31125|7130|2|2|6|2|1|3|"3"
"1606"|1|2|1|1|1|"Molino-Umari"|FALSE|"2"|"0"|FALSE|FALSE|3|72|0|38|1|0.2942|1000|1240|1|1|1|0|1|1|"3"
"1612"|7|1|7|3|1|"Molino-Umari"|TRUE|"1"|"4"|FALSE|TRUE|7|57|2|25|3|1|670|0|1|1|3|11|1|14|"3"
"1614"|5|2|5|3|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|5|36|1|32|1|1.0297|17250|930|2|2|1|7|3|10|"3"
"1615"|1|1|1|1|1|"Molino-Umari"|TRUE|"1"|"2"|FALSE|TRUE|4|20|1|20|2|0.58840001|1480|0|2|2|4|0|0|0|"3"
"1619"|2|1|2|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|6|33|1|33|2|1|3420|174.375|1|1|5|9|0|11|"3"
"1620"|2|3|2|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|TRUE|3|23|1|21|2|1.955|19850|2325|2|2|4|10|5|15|"1"
"1621"|2|2|2|1|1|"Molino-Umari"|FALSE|"1"|"0"|FALSE|FALSE|5|40|2|39|1|0.71340001|950|74.400002|2|2|3|7|5|12|"3"
"1622"|3|2|3|1|4|"Molino-Umari"|FALSE|"1"|"1"|TRUE|FALSE|7|54|0|48|2|1.0076001|2627|0|2|2|4|7|4|11|"3"
"1626"|1|3|1|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|6|40|1|37|1|1.5884|1700|589|2|2|4|7|4|11|"3"
"1627"|1|2|1|1|1|"Molino-Umari"|TRUE|"1"|"1"|FALSE|FALSE|2|39|1|39|1|0.2942|330|0|2|2|3|6|4|10|"3"
"1629"|3|3|3|3|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|5|26|1|29|1|3.5|2360|0|3|3|4|4|3|7|"3"
"1630"|2|3|2|1|2|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|6|32|0|31|1|1.25|1775|134.85001|2|1|4|11|7|19|"3"
"1633"|3|2|3|2|1|"Molino-Umari"|FALSE|"0"|"1"|FALSE|FALSE|5|40|1|34|1|0.73549998|3193|116.25|2|2|3|6|1|7|"3"
"1635"|6|2|6|3|1|"Molino-Umari"|FALSE|"0"|"1"|FALSE|FALSE|5|43|0|29|1|0.58840001|1520|0|1|1|3|6|4|10|"3"
"1636"|2|2|2|2|1|"Molino-Umari"|FALSE|"2"|"1"|FALSE|TRUE|6|49|1|39|1|0.88260001|300|124|2|2|1|0|2|2|"3"
"1647"|2|2|2|2|1|"Molino-Umari"|TRUE|"2"|"3"|TRUE|TRUE|3|23|0|23|1|0.25|0|0|1|1|0|8|5|13|"3"
"1648"|2|2|2|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|4|31|1|30|1|1.9123|46500|6184.5|4|4|2|7|1|8|"3"
"1650"|2|2|2|2|6|"Molino-Umari"|FALSE|"1"|"0"|FALSE|FALSE|4|27|1|22|1|0.88260001|6180|744|2|2|2|3|0|3|"3"
"1651"|6|2|6|3|1|"Molino-Umari"|FALSE|"1"|"2"|FALSE|FALSE|6|35|1|30|1|10|5594.7998|658.75|1|1|3|0|0|0|"3"
"1652"|8|2|8|3|1|"Molino-Umari"|TRUE|"1"|"0"|FALSE|FALSE|6|34|2|34|1|0.2942|218.39999|56.543999|1|1|2|0|1|1|"3"
"1657"|2|1|2|2|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|5|41|1|42|1|1.1768|5250|348.75|1|1|1|3|5|8|"3"
"1660"|4|2|4|2|1|"Molino-Umari"|TRUE|"3"|"1"|FALSE|TRUE|5|61|0|39|3|1|26|0|1|1|3|3|4|7|"3"
"1661"|2|3|2|1|5|"Molino-Umari"|FALSE|"1"|"3"|FALSE|FALSE|2|26|0|25|1|1.2941999|1281.5601|0|2|2|4|0|0|0|"3"
"1667"|6|2|6|3|1|"Molino-Umari"|TRUE|"1"|"1"|FALSE|FALSE|5|28|1|28|2|1.1768|15000|1674|1|1|1|7|2|9|"3"
"1684"|1|1|1|1|1|"Molino-Umari"|TRUE|"3"|"1"|FALSE|FALSE|4|33|1|33|1|0.2942|0|0|1|1|0|3|0|3|"3"
"1687"|2|2|2|1|1|"Molino-Umari"|FALSE|"1"|"0"|FALSE|FALSE|6|46|0|40|2|1.125|362|0|2|2|3|0|6|6|"3"
"1688"|2|2|2|1|1|"Molino-Umari"|TRUE|"1"|"0"|FALSE|TRUE|3|40|0|40|3|0.125|344|0|1|1|4|0|5|5|"3"
"1690"|1|1|1|1|1|"Molino-Umari"|TRUE|"2"|"1"|FALSE|TRUE|6|62|1|34|1|0.25|160|0|1|1|2|6|7|13|"3"
"1694"|3|2|3|1|1|"Molino-Umari"|FALSE|"2"|"1"|FALSE|FALSE|4|32|1|28|1|0.2942|3155|0|1|1|3|7|3|10|"3"
"1695"|2|2|1|1|1|"Molino-Umari"|FALSE|"2"|"0"|FALSE|TRUE|3|73|0|46|1|0.125|0|0|1|1|0|7|2|9|"3"
"1696"|9|2|9|3|1|"Molino-Umari"|FALSE|"3"|"2"|FALSE|TRUE|4|25|2|20|2|2.3536|10830|2812.3201|3|2|3|0|2|2|"3"
"1697"|4|5|4|3|1|"Molino-Umari"|FALSE|"1"|"3"|FALSE|FALSE|3|26|0|26|1|0.58840001|2142|279|3|3|5|9|6|15|"3"
"1700"|4|3|4|3|1|"Molino-Umari"|TRUE|"1"|"1"|TRUE|TRUE|6|78|1|44|2|1.1768|1303|0|2|2|6|11|5|18|"3"
"1701"|6|2|6|3|6|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|5|50|0|48|1|1.471|7731|372|2|2|5|9|5|14|"3"
"1702"|7|2|7|2|6|"Molino-Umari"|FALSE|"1"|"0"|FALSE|FALSE|4|29|1|30|1|1.0297|13500|2232|3|2|1|6|6|12|"3"
"1703"|1|2|1|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|5|26|2|24|1|0.73549998|325|0|3|3|2|7|9|16|"3"
"1705"|2|1|2|1|1|"Molino-Umari"|FALSE|"0"|"1"|FALSE|FALSE|9|60|2|20|3|1.1768|7425|1046.25|2|2|1|4|0|4|"3"
"1706"|3|3|3|3|1|"Molino-Umari"|TRUE|"2"|"1"|FALSE|FALSE|4|34|1|34|1|0.2942|1500|69.750008|2|2|1|7|5|12|"3"
"1707"|2|1|1|1|4|"Molino-Umari"|TRUE|"1"|"1"|FALSE|FALSE|3|26|0|26|2|0.88260001|4875|581.25|2|2|1|0|1|1|"3"
"1710"|3|2|3|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|4|56|0|45|2|0.2942|3000|0|1|1|3|0|4|4|"3"
"1711"|3|3|3|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|TRUE|4|31|0|26|2|0.75|6375|651|2|2|2|3|2|5|"1"
"1712"|4|2|4|4|7|"Molino-Umari"|TRUE|"3"|"1"|TRUE|FALSE|4|41|1|41|1|0.58840001|1028.3999|0|1|1|4|5|2|7|"3"
"1716"|3|1|3|3|1|"Molino-Umari"|FALSE|"2"|"0"|FALSE|TRUE|7|45|3|41|2|1.1768|704|0|2|2|3|4|0|4|"3"
"1718"|6|3|6|3|3|"Molino-Umari"|FALSE|"1"|"3"|TRUE|TRUE|6|61|1|24|2|0.875|200|0|3|3|1|9|2|13|"3"
"1719"|5|1|5|1|7|"Molino-Umari"|TRUE|"1"|"0"|FALSE|FALSE|7|42|0|42|1|5.5883999|9175|662.625|2|1|2|0|0|0|"3"
"1721"|2|3|2|1|1|"Molino-Umari"|FALSE|"2"|"1"|FALSE|FALSE|6|47|1|27|1|0.1471|4500|348.75|1|1|1|0|3|3|"3"
"1722"|2|1|2|1|1|"Molino-Umari"|FALSE|"1"|"1"|TRUE|FALSE|5|54|0|24|1|1.2941999|2410|232.5|2|2|3|12|3|16|"3"
"1723"|3|2|3|3|1|"Molino-Umari"|FALSE|"2"|"1"|FALSE|FALSE|4|30|1|28|1|0.4413|422|0|2|2|3|0|3|3|"3"
"1724"|2|1|2|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|5|30|1|26|1|0.125|482|0|1|1|3|0|1|1|"3"
"1727"|1|1|1|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|6|56|0|45|2|0.88260001|2685|34.875004|2|2|5|15|5|20|"3"
"1728"|4|2|4|3|1|"Molino-Umari"|TRUE|"2"|"0"|FALSE|FALSE|4|40|0|40|1|1.471|13450|558.00006|2|2|5|4|4|10|"3"
"1733"|6|2|6|2|1|"Molino-Umari"|FALSE|"1"|"2"|FALSE|FALSE|2|28|0|31|1|2.9419999|24750|2418|3|3|1|4|4|8|"3"
"1734"|3|2|3|1|1|"Molino-Umari"|FALSE|"0"|"1"|FALSE|TRUE|6|56|1|42|2|1.3239|12645|697.5|2|2|4|1|4|5|"3"
"1736"|1|1|1|1|1|"Molino-Umari"|TRUE|"1"|"1"|TRUE|FALSE|2|40|0|40|1|0|0|0|1|1|0|10|3|13|"3"
"1738"|3|1|3|1|1|"Molino-Umari"|FALSE|"0"|"3"|FALSE|FALSE|4|29|1|28|2|0.2942|1350|0|1|1|3|0|0|0|"3"
"1740"|4|3|4|4|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|3|26|1|23|1|2.0297|22723.6|2202.9375|4|4|6|8|3|11|"3"
"1743"|1|1|1|2|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|6|23|2|21|1|0.58840001|3925|403|3|3|4|4|2|6|"3"
"1746"|2|2|2|3|1|"Molino-Umari"|FALSE|"2"|"1"|FALSE|TRUE|6|47|0|47|2|0.88260001|5595|427.79999|3|3|4|7|3|10|"3"
"1747"|7|2|7|3|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|8|53|1|46|1|4|19650|2022.75|2|2|3|5|5|14|"3"
"1749"|3|2|3|1|1|"Molino-Umari"|FALSE|"1"|"4"|FALSE|FALSE|3|24|1|24|1|1.7652|8550|4770.8999|1|1|1|0|1|1|"3"
"1750"|1|2|1|1|2|"Molino-Umari"|FALSE|"2"|"2"|FALSE|FALSE|8|28|1|26|2|0.58840001|525|0|1|1|2|5|2|7|"3"
"1752"|4|5|4|3|3|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|5|34|1|35|1|0.73549998|3765|209.25|3|3|4|5|1|6|"3"
"1756"|2|2|2|1|1|"Molino-Umari"|FALSE|"1"|"2"|FALSE|TRUE|3|34|1|27|2|1.1768|24300|2487.75|3|3|2|3|0|3|"3"
"1757"|5|1|5|4|5|"Molino-Umari"|FALSE|"1"|"0"|FALSE|FALSE|5|54|0|47|1|1.1768|1120|0|2|2|4|9|3|12|"3"
"1759"|7|3|7|3|6|"Molino-Umari"|FALSE|"1"|"0"|FALSE|FALSE|5|38|0|45|1|0.88260001|2036.9|209.25|2|2|5|8|1|9|"3"
"1760"|6|3|6|2|8|"Molino-Umari"|TRUE|"1"|"2"|FALSE|FALSE|4|38|1|38|1|0.2942|263.10001|0|1|1|3|6|1|7|"3"
"1761"|1|1|1|1|1|"Molino-Umari"|TRUE|"1"|"1"|FALSE|FALSE|5|38|0|38|3|1.1768|3365|232.5|2|2|4|5|9|14|"3"
"1762"|2|2|2|1|1|"Molino-Umari"|FALSE|"1"|"2"|FALSE|FALSE|5|36|1|30|1|0.2942|750|0|1|1|2|4|0|4|"3"
"1763"|2|1|2|3|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|4|32|1|29|1|0.2942|500|155|1|1|1|2|0|2|"3"
"1765"|2|1|2|1|1|"Molino-Umari"|FALSE|"1"|"1"|TRUE|TRUE|4|31|1|28|3|0.5442|6875|770.34998|3|3|3|0|0|0|"1"
"1768"|4|2|4|1|3|"Molino-Umari"|FALSE|"1"|"1"|FALSE|TRUE|4|36|0|24|2|2.5|3000|1208.9999|2|2|2|3|0|3|"1"
"1771"|4|2|4|2|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|TRUE|3|52|0|46|2|1|3000|1208.9999|1|1|1|2|1|5|"1"
"1774"|1|1|1|1|1|"Molino-Umari"|TRUE|"1"|"2"|TRUE|TRUE|4|67|1|42|3|0.58840001|0|0|1|1|0|8|1|9|"3"
"1776"|2|1|2|1|1|"Molino-Umari"|FALSE|"0"|"1"|FALSE|TRUE|2|37|0|37|2|0.58840001|660|0|1|1|2|0|0|0|"1"
"1778"|2|3|2|1|1|"Molino-Umari"|FALSE|"2"|"0"|FALSE|FALSE|6|50|0|43|1|1.1768|2250|0|1|1|1|9|5|14|"3"
"1779"|2|2|2|2|1|"Molino-Umari"|TRUE|"2"|"1"|FALSE|FALSE|3|30|1|30|1|0.2942|900|0|1|1|3|0|0|0|"3"
"1780"|2|2|2|1|1|"Molino-Umari"|FALSE|"0"|"1"|FALSE|FALSE|6|37|1|39|1|2|2600|418.5|2|2|2|9|4|13|"3"
"1781"|3|2|3|3|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|TRUE|5|40|1|36|2|0.58840001|0|0|1|1|0|3|2|5|"1"
"1783"|4|1|4|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|5|30|1|28|2|0.2942|6075|279|1|1|1|0|0|0|"3"
"1786"|9|2|9|2|2|"Molino-Umari"|FALSE|"2"|"1"|FALSE|FALSE|6|52|1|44|2|1.471|5584|279|2|2|7|5|2|7|"2"
"1787"|8|2|8|3|1|"Molino-Umari"|FALSE|"0"|"1"|FALSE|FALSE|5|36|0|35|1|0.88260001|5625|930|1|1|1|10|5|16|"3"
"1788"|7|2|7|3|1|"Molino-Umari"|TRUE|"3"|"0"|FALSE|FALSE|7|44|1|44|1|1.1768|545.59998|0|3|2|2|8|1|9|"3"
"1794"|1|2|1|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|10|64|0|36|2|1.3239|1300|0|3|2|1|0|4|4|"3"
"1795"|3|1|3|1|4|"Molino-Umari"|FALSE|"2"|"0"|FALSE|FALSE|4|28|0|27|1|1.75|2950|223.2|3|2|2|0|3|3|"3"
"1799"|8|2|8|3|6|"Molino-Umari"|FALSE|"2"|"0"|FALSE|FALSE|5|42|0|41|1|1.5|2925|186|1|1|3|7|6|15|"3"
"1800"|5|3|5|2|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|5|35|1|35|2|1.1768|7900|2170|3|3|1|0|6|6|"3"
"1803"|5|7|5|3|1|"Molino-Umari"|TRUE|"1"|"1"|FALSE|FALSE|4|48|1|48|1|0.58840001|73|0|2|2|3|4|5|11|"3"
"1805"|5|2|5|1|1|"Molino-Umari"|FALSE|"2"|"1"|TRUE|FALSE|6|27|2|25|1|0.2942|1400|0|1|1|2|0|0|0|"3"
"1806"|1|1|1|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|6|51|0|42|1|1.625|13175|1503.5|4|4|5|0|5|5|"3"
"1807"|8|4|8|3|5|"Molino-Umari"|FALSE|"2"|"1"|FALSE|FALSE|5|52|0|38|1|3.5304499|27650|2511|4|3|3|7|4|13|"3"
"1808"|9|2|9|3|1|"Molino-Umari"|FALSE|"1"|"0"|FALSE|FALSE|6|35|2|33|1|2.0594001|10500|2511|3|3|1|7|0|7|"3"
"1811"|7|5|7|2|4|"Molino-Umari"|FALSE|"2"|"1"|FALSE|FALSE|6|32|1|28|1|1.75|12750|1674|3|3|1|10|0|10|"3"
"1815"|9|2|9|3|1|"Molino-Umari"|FALSE|"2"|"1"|FALSE|FALSE|4|24|2|24|1|2.3536|0|0|4|4|0|7|0|7|"3"
"1816"|2|2|2|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|4|23|1|28|1|7.1767998|3750|744|3|3|1|3|0|3|"3"
"1817"|4|1|4|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|TRUE|6|32|0|28|2|2.2941999|2250|1046.25|2|1|1|0|0|0|"1"
"1818"|5|2|5|1|1|"Molino-Umari"|FALSE|"2"|"1"|FALSE|FALSE|6|31|1|30|1|0.88260001|12225|2650.5|3|3|1|4|0|4|"3"
"1819"|5|1|5|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|4|25|2|26|1|1|0|0|1|1|0|8|0|8|"3"
"1820"|6|2|6|2|1|"Molino-Umari"|FALSE|"2"|"1"|FALSE|FALSE|5|33|0|30|1|0.88260001|0|0|2|1|0|2|0|2|"3"
"1822"|3|4|3|1|1|"Molino-Umari"|FALSE|"1"|"2"|FALSE|FALSE|4|30|1|24|1|16|37500|4650|3|2|1|4|0|4|"3"
"1825"|1|1|1|2|1|"Molino-Umari"|FALSE|"1"|"0"|TRUE|FALSE|5|29|2|24|1|48|1780|244.125|1|1|3|0|0|0|"3"
"1827"|4|2|4|1|2|"Molino-Umari"|FALSE|"1"|"1"|FALSE|TRUE|4|31|1|24|3|1.5884|12500|2418|2|2|2|3|0|3|"1"
"1828"|5|3|5|2|1|"Molino-Umari"|FALSE|"2"|"2"|FALSE|FALSE|11|67|1|26|2|5|6000|1302|2|2|1|6|0|6|"3"
"1830"|4|2|4|2|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|6|32|1|26|1|2.3536|5750|279.00003|2|2|1|1|2|3|"3"
"1831"|6|3|6|3|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|7|30|1|35|1|1.25|3750|523.125|2|2|1|2|0|2|"3"
"1832"|4|3|4|2|1|"Molino-Umari"|FALSE|"1"|"2"|FALSE|FALSE|3|26|1|18|1|0.88260001|3375|651|1|1|1|0|0|0|"3"
"1833"|5|1|5|1|3|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|6|31|2|26|1|2|1650|248|1|1|1|10|0|10|"3"
"1839"|5|2|5|2|1|"Molino-Umari"|FALSE|"2"|"0"|FALSE|TRUE|5|73|1|32|3|0.88260001|3505|31|1|1|5|6|4|12|"1"
"1840"|8|2|8|2|1|"Molino-Umari"|FALSE|"1"|"2"|FALSE|TRUE|4|33|1|34|2|0.2942|5010|0|1|1|5|9|0|9|"3"
"1845"|1|2|1|1|1|"Molino-Umari"|FALSE|"2"|"1"|FALSE|FALSE|5|51|1|39|1|0.88260001|9000|1860|3|3|1|6|1|9|"3"
"1846"|2|2|2|1|1|"Molino-Umari"|FALSE|"2"|"0"|FALSE|FALSE|7|50|1|41|1|0.88260001|7180|620|2|2|3|6|1|7|"3"
"1847"|3|2|3|1|1|"Molino-Umari"|FALSE|"2"|"0"|FALSE|FALSE|9|49|4|45|1|1.471|1950|0|4|4|2|3|4|7|"3"
"1848"|6|2|6|3|1|"Molino-Umari"|FALSE|"0"|"1"|FALSE|FALSE|7|39|1|39|2|1.5884|1200|186|2|2|1|9|2|11|"3"
"1849"|4|2|4|1|1|"Molino-Umari"|FALSE|"2"|"2"|FALSE|FALSE|4|24|2|19|2|2|5100|523.125|2|2|3|3|1|6|"3"
"1853"|2|2|2|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|4|34|1|26|2|0.88260001|17250|2092.5|2|2|1|4|0|4|"3"
"1854"|5|2|5|1|5|"Molino-Umari"|FALSE|"1"|"3"|FALSE|FALSE|5|57|0|20|1|1.1768|6300|465|3|1|1|4|1|5|"3"
"1855"|10|3|10|3|2|"Molino-Umari"|FALSE|"1"|"0"|FALSE|FALSE|7|41|0|30|1|1.5|1925|46.5|1|1|2|6|3|11|"3"
"1856"|6|2|6|3|4|"Molino-Umari"|FALSE|"1"|"0"|FALSE|FALSE|4|49|0|39|1|2.0883999|7875|930|2|2|1|5|3|8|"3"
"1858"|5|3|5|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|5|65|0|20|1|0.25|790|0|1|1|3|6|2|8|"3"
"1859"|1|1|1|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|5|27|1|26|3|0.88260001|5400|930|3|3|2|7|0|7|"3"
"1862"|3|2|3|1|1|"Molino-Umari"|FALSE|"0"|"0"|FALSE|FALSE|6|46|0|43|2|0.88260001|4180|601.40002|2|2|3|10|0|10|"3"
"1863"|2|2|2|2|1|"Molino-Umari"|FALSE|"0"|"1"|FALSE|FALSE|4|44|0|43|2|0.88260001|5100|744|2|2|2|6|0|6|"3"
"1867"|6|1|6|2|1|"Huánuco-Quisqui"|TRUE|"1"|"1"|FALSE|FALSE|5|34|1|34|2|2|1212.8|10.601999|1|1|4|13|0|13|"3"
"1868"|4|2|4|2|1|"Huánuco-Quisqui"|FALSE|"1"|"3"|FALSE|FALSE|5|38|0|34|2|1|800|37.200001|1|1|3|13|0|13|"2"
"1871"|3|2|3|3|1|"Huánuco-Quisqui"|FALSE|"1"|"1"|FALSE|FALSE|3|31|0|31|1|2|6315|930|2|2|4|0|4|4|"2"
"1872"|4|2|4|1|1|"Huánuco-Quisqui"|FALSE|"1"|"3"|FALSE|FALSE|4|30|1|22|1|0.58840001|3750|465|1|1|1|2|1|3|"2"
"1877"|2|2|2|3|1|"Huánuco-Quisqui"|FALSE|"1"|"2"|FALSE|FALSE|3|48|0|46|1|4|2645|217|1|1|5|7|3|10|"2"
"1878"|3|4|3|4|1|"Huánuco-Quisqui"|TRUE|"1"|"2"|TRUE|FALSE|4|50|0|26|2|1.0297|280|31|3|3|2|0|1|1|"3"
"1879"|4|3|4|3|1|"Huánuco-Quisqui"|FALSE|"1"|"1"|FALSE|FALSE|4|40|1|32|1|3|16100|2092.5|3|3|4|9|5|14|"2"
"1881"|4|2|4|3|1|"Huánuco-Quisqui"|FALSE|"2"|"1"|FALSE|FALSE|4|70|1|35|1|1.471|90|0|2|1|1|2|3|5|"2"
"1882"|1|1|1|1|1|"Huánuco-Quisqui"|FALSE|"1"|"1"|FALSE|FALSE|5|57|1|32|1|1.1768|7600|1999.5|2|2|3|7|4|11|"2"
"1884"|8|4|7|1|5|"Huánuco-Quisqui"|FALSE|"1"|"1"|FALSE|FALSE|5|77|2|34|2|4|5490|3695.2|1|1|4|9|3|14|"2"
"1886"|3|2|3|3|1|"Huánuco-Quisqui"|TRUE|"2"|"1"|FALSE|FALSE|3|42|0|42|1|9|0|0|2|2|0|7|1|8|"3"
"1888"|3|2|3|1|1|"Huánuco-Quisqui"|FALSE|"1"|"0"|FALSE|TRUE|2|50|0|45|2|1.8826001|1620|1424.76|2|1|2|8|2|10|"2"
"1889"|2|2|2|1|1|"Huánuco-Quisqui"|FALSE|"0"|"3"|FALSE|FALSE|4|63|0|49|2|0.25|950|341|1|1|3|0|0|0|"2"
"1892"|2|2|2|3|1|"Huánuco-Quisqui"|FALSE|"1"|"4"|FALSE|FALSE|3|25|1|25|1|3|2520|15.5|1|1|3|3|2|5|"1"
"1894"|2|2|2|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|5|54|0|48|1|2.0594001|1410.4|116.25|3|3|5|5|1|6|"3"
"1895"|3|1|3|1|1|"Molino-Umari"|FALSE|"0"|"4"|FALSE|TRUE|5|38|2|21|2|0.5|3425|0|1|1|5|11|2|17|"1"
"1896"|3|1|3|3|2|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|8|40|1|41|1|2.5|9415|962.54999|2|2|6|5|1|6|"3"
"1898"|2|3|2|3|1|"Molino-Umari"|FALSE|"2"|"2"|FALSE|FALSE|12|64|1|39|1|1.1768|2290|0|1|1|3|4|4|8|"3"
"1899"|1|2|1|1|1|"Molino-Umari"|FALSE|"2"|"2"|FALSE|FALSE|9|43|0|42|1|1.471|11500|1548.45|3|3|5|7|6|13|"3"
"1900"|2|2|2|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|TRUE|3|44|0|44|3|0.58840001|1685|0|2|2|2|6|0|6|"1"
"1902"|2|1|2|2|1|"Molino-Umari"|FALSE|"1"|"3"|TRUE|FALSE|4|75|0|38|2|0.88260001|1500|220.875|1|1|1|0|3|3|"3"
"1904"|2|2|2|1|2|"Molino-Umari"|FALSE|"1"|"2"|TRUE|FALSE|4|34|0|29|1|0.5|5625|314.95999|2|2|3|0|1|1|"3"
