a00a_1|a00a_2b|aa|a01|a02|a03|a04|a05|a06|a07|a07_1|a07_2|a07_3|ea|e01|e02|ea2|q01|q11|q12|q12_1|q13|q13_1|q13_2|q13_3|q13_4|q13_5|q13_6|q13_7|q13_8|q13_9|q14|q14_1|q14_2|q14_3|q15|q15_1|q15_2|q15_3|q15_4|q15_5|q15_6|q15_7|q15_8|q15_9|q15_10|q15_1_1|q16
A|1394|Continuar|Carretera al lado de Molino|0|76.16656|09.94313|2802|29|Amarilis||Huaripampa||Continuar|5|1|Continuar|2|Si|Añuje|No|||||||||||||||||||||||||||
A|1394|Continuar|Carretera al lado de Molino|0|76.16656|09.94313|2802|29|Amarilis||Huaripampa||Continuar|5|1|Continuar|2|Si|Carachupa|No|||||||||||||||||||||||||||
A|1394|Continuar|Carretera al lado de Molino|0|76.16656|09.94313|2802|29|Amarilis||Huaripampa||Continuar|5|1|Continuar|2|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
A|1394|Continuar|Carretera al lado de Molino|0|76.16656|09.94313|2802|29|Amarilis||Huaripampa||Continuar|5|1|Continuar|2|Si|Muca|No|||||||||||||||||||||||||||
A|1394|Continuar|Carretera al lado de Molino|0|76.16656|09.94313|2802|29|Amarilis||Huaripampa||Continuar|5|1|Continuar|2|Si|Perdiz|No|||||||||||||||||||||||||||
A|1394|Continuar|Carretera al lado de Molino|0|76.16656|09.94313|2802|29|Amarilis||Huaripampa||Continuar|5|1|Continuar|2|Si|Picuro|No|||||||||||||||||||||||||||
A|1394|Continuar|Carretera al lado de Molino|0|76.16656|09.94313|2802|29|Amarilis||Huaripampa||Continuar|5|1|Continuar|2|Si|Sajino|No|||||||||||||||||||||||||||
A|1394|Continuar|Carretera al lado de Molino|0|76.16656|09.94313|2802|29|Amarilis||Huaripampa||Continuar|5|1|Continuar|2|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
A|1394|Continuar|Carretera al lado de Molino|0|76.16656|09.94313|2802|29|Amarilis||Huaripampa||Continuar|5|1|Continuar|2|Si|Venado, luicho|No|||||||||||||||||||||||||||
A|1394|Continuar|Carretera al lado de Molino|0|76.16656|09.94313|2802|29|Amarilis||Huaripampa||Continuar|5|1|Continuar|2|Si|Viscacha|No|||||||||||||||||||||||||||
A|1394|Continuar|Carretera al lado de Molino|0|76.16656|09.94313|2802|29|Amarilis||Huaripampa||Continuar|5|1|Continuar|2|Si|Zorrillo|No|||||||||||||||||||||||||||
A|1394|Continuar|Carretera al lado de Molino|0|76.16656|09.94313|2802|29|Amarilis||Huaripampa||Continuar|5|1|Continuar|2|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
A|1396|Continuar|Camino Buena Vista Huancarrumi|0|76.16929|09.94094|2770|28|Amarilis||Huaripampa||Continuar|4|0|Continuar|1|Si|Achu|No|||||||||||||||||||||||||||
A|1396|Continuar|Camino Buena Vista Huancarrumi|0|76.16929|09.94094|2770|28|Amarilis||Huaripampa||Continuar|4|0|Continuar|1|Si|Añuje|No|||||||||||||||||||||||||||
A|1396|Continuar|Camino Buena Vista Huancarrumi|0|76.16929|09.94094|2770|28|Amarilis||Huaripampa||Continuar|4|0|Continuar|1|Si|Carachupa|No|||||||||||||||||||||||||||
A|1396|Continuar|Camino Buena Vista Huancarrumi|0|76.16929|09.94094|2770|28|Amarilis||Huaripampa||Continuar|4|0|Continuar|1|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
A|1396|Continuar|Camino Buena Vista Huancarrumi|0|76.16929|09.94094|2770|28|Amarilis||Huaripampa||Continuar|4|0|Continuar|1|Si|Muca|No|||||||||||||||||||||||||||
A|1396|Continuar|Camino Buena Vista Huancarrumi|0|76.16929|09.94094|2770|28|Amarilis||Huaripampa||Continuar|4|0|Continuar|1|Si|Perdiz|No|||||||||||||||||||||||||||
A|1396|Continuar|Camino Buena Vista Huancarrumi|0|76.16929|09.94094|2770|28|Amarilis||Huaripampa||Continuar|4|0|Continuar|1|Si|Picuro|No|||||||||||||||||||||||||||
A|1396|Continuar|Camino Buena Vista Huancarrumi|0|76.16929|09.94094|2770|28|Amarilis||Huaripampa||Continuar|4|0|Continuar|1|Si|Sajino|No|||||||||||||||||||||||||||
A|1396|Continuar|Camino Buena Vista Huancarrumi|0|76.16929|09.94094|2770|28|Amarilis||Huaripampa||Continuar|4|0|Continuar|1|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
A|1396|Continuar|Camino Buena Vista Huancarrumi|0|76.16929|09.94094|2770|28|Amarilis||Huaripampa||Continuar|4|0|Continuar|1|Si|Venado, luicho|No|||||||||||||||||||||||||||
A|1396|Continuar|Camino Buena Vista Huancarrumi|0|76.16929|09.94094|2770|28|Amarilis||Huaripampa||Continuar|4|0|Continuar|1|Si|Viscacha|No|||||||||||||||||||||||||||
A|1396|Continuar|Camino Buena Vista Huancarrumi|0|76.16929|09.94094|2770|28|Amarilis||Huaripampa||Continuar|4|0|Continuar|1|Si|Zorrillo|No|||||||||||||||||||||||||||
A|1396|Continuar|Camino Buena Vista Huancarrumi|0|76.16929|09.94094|2770|28|Amarilis||Huaripampa||Continuar|4|0|Continuar|1|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
A|1402|Continuar|Jr Huanuco|0|76.16907|09.92662|2705|22|Amarilis||Malconga||Continuar|5|1|Continuar|2|Si|Achu|No|||||||||||||||||||||||||||
A|1402|Continuar|Jr Huanuco|0|76.16907|09.92662|2705|22|Amarilis||Malconga||Continuar|5|1|Continuar|2|Si|Añuje|No|||||||||||||||||||||||||||
A|1402|Continuar|Jr Huanuco|0|76.16907|09.92662|2705|22|Amarilis||Malconga||Continuar|5|1|Continuar|2|Si|Carachupa|No|||||||||||||||||||||||||||
A|1402|Continuar|Jr Huanuco|0|76.16907|09.92662|2705|22|Amarilis||Malconga||Continuar|5|1|Continuar|2|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
A|1402|Continuar|Jr Huanuco|0|76.16907|09.92662|2705|22|Amarilis||Malconga||Continuar|5|1|Continuar|2|Si|Muca|No|||||||||||||||||||||||||||
A|1402|Continuar|Jr Huanuco|0|76.16907|09.92662|2705|22|Amarilis||Malconga||Continuar|5|1|Continuar|2|Si|Perdiz|No|||||||||||||||||||||||||||
A|1402|Continuar|Jr Huanuco|0|76.16907|09.92662|2705|22|Amarilis||Malconga||Continuar|5|1|Continuar|2|Si|Picuro|No|||||||||||||||||||||||||||
A|1402|Continuar|Jr Huanuco|0|76.16907|09.92662|2705|22|Amarilis||Malconga||Continuar|5|1|Continuar|2|Si|Sajino|No|||||||||||||||||||||||||||
A|1402|Continuar|Jr Huanuco|0|76.16907|09.92662|2705|22|Amarilis||Malconga||Continuar|5|1|Continuar|2|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
A|1402|Continuar|Jr Huanuco|0|76.16907|09.92662|2705|22|Amarilis||Malconga||Continuar|5|1|Continuar|2|Si|Venado, luicho|No|||||||||||||||||||||||||||
A|1402|Continuar|Jr Huanuco|0|76.16907|09.92662|2705|22|Amarilis||Malconga||Continuar|5|1|Continuar|2|Si|Viscacha|No|||||||||||||||||||||||||||
A|1402|Continuar|Jr Huanuco|0|76.16907|09.92662|2705|22|Amarilis||Malconga||Continuar|5|1|Continuar|2|Si|Zorrillo|No|||||||||||||||||||||||||||
A|1402|Continuar|Jr Huanuco|0|76.16907|09.92662|2705|22|Amarilis||Malconga||Continuar|5|1|Continuar|2|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
B|1404|Continuar|vista alegre|0|076.16630|09.92851|2723|16|Amarilis||Malconga||Continuar|8|1|Continuar|1|Si|Achu|No|||||||||||||||||||||||||||
B|1404|Continuar|vista alegre|0|076.16630|09.92851|2723|16|Amarilis||Malconga||Continuar|8|1|Continuar|1|Si|Añuje|No|||||||||||||||||||||||||||
B|1404|Continuar|vista alegre|0|076.16630|09.92851|2723|16|Amarilis||Malconga||Continuar|8|1|Continuar|1|Si|Carachupa|No|||||||||||||||||||||||||||
B|1404|Continuar|vista alegre|0|076.16630|09.92851|2723|16|Amarilis||Malconga||Continuar|8|1|Continuar|1|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
B|1404|Continuar|vista alegre|0|076.16630|09.92851|2723|16|Amarilis||Malconga||Continuar|8|1|Continuar|1|Si|Muca|No|||||||||||||||||||||||||||
B|1404|Continuar|vista alegre|0|076.16630|09.92851|2723|16|Amarilis||Malconga||Continuar|8|1|Continuar|1|Si|Perdiz|No|||||||||||||||||||||||||||
B|1404|Continuar|vista alegre|0|076.16630|09.92851|2723|16|Amarilis||Malconga||Continuar|8|1|Continuar|1|Si|Picuro|No|||||||||||||||||||||||||||
B|1404|Continuar|vista alegre|0|076.16630|09.92851|2723|16|Amarilis||Malconga||Continuar|8|1|Continuar|1|Si|Sajino|No|||||||||||||||||||||||||||
B|1404|Continuar|vista alegre|0|076.16630|09.92851|2723|16|Amarilis||Malconga||Continuar|8|1|Continuar|1|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
B|1404|Continuar|vista alegre|0|076.16630|09.92851|2723|16|Amarilis||Malconga||Continuar|8|1|Continuar|1|Si|Venado, luicho|No|||||||||||||||||||||||||||
B|1404|Continuar|vista alegre|0|076.16630|09.92851|2723|16|Amarilis||Malconga||Continuar|8|1|Continuar|1|Si|Viscacha|No|||||||||||||||||||||||||||
B|1404|Continuar|vista alegre|0|076.16630|09.92851|2723|16|Amarilis||Malconga||Continuar|8|1|Continuar|1|Si|Zorrillo|No|||||||||||||||||||||||||||
B|1404|Continuar|vista alegre|0|076.16630|09.92851|2723|16|Amarilis||Malconga||Continuar|8|1|Continuar|1|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
A|1405|Continuar|Carretera Baja de Vista alegre|0|76.16444|09.93303|2743|23|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Achu|No|||||||||||||||||||||||||||
A|1405|Continuar|Carretera Baja de Vista alegre|0|76.16444|09.93303|2743|23|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Añuje|No|||||||||||||||||||||||||||
A|1405|Continuar|Carretera Baja de Vista alegre|0|76.16444|09.93303|2743|23|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Carachupa|No|||||||||||||||||||||||||||
A|1405|Continuar|Carretera Baja de Vista alegre|0|76.16444|09.93303|2743|23|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
A|1405|Continuar|Carretera Baja de Vista alegre|0|76.16444|09.93303|2743|23|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Muca|No|||||||||||||||||||||||||||
A|1405|Continuar|Carretera Baja de Vista alegre|0|76.16444|09.93303|2743|23|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Perdiz|No|||||||||||||||||||||||||||
A|1405|Continuar|Carretera Baja de Vista alegre|0|76.16444|09.93303|2743|23|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Picuro|No|||||||||||||||||||||||||||
A|1405|Continuar|Carretera Baja de Vista alegre|0|76.16444|09.93303|2743|23|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Sajino|No|||||||||||||||||||||||||||
A|1405|Continuar|Carretera Baja de Vista alegre|0|76.16444|09.93303|2743|23|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
A|1405|Continuar|Carretera Baja de Vista alegre|0|76.16444|09.93303|2743|23|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Venado, luicho|No|||||||||||||||||||||||||||
A|1405|Continuar|Carretera Baja de Vista alegre|0|76.16444|09.93303|2743|23|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Viscacha|No|||||||||||||||||||||||||||
A|1405|Continuar|Carretera Baja de Vista alegre|0|76.16444|09.93303|2743|23|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Zorrillo|No|||||||||||||||||||||||||||
A|1405|Continuar|Carretera Baja de Vista alegre|0|76.16444|09.93303|2743|23|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
F|1406|Continuar|malconga|0|76°.10.248'|09°55.489'|2665|14|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Achu|No|||||||||||||||||||||||||||
F|1406|Continuar|malconga|0|76°.10.248'|09°55.489'|2665|14|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Añuje|No|||||||||||||||||||||||||||
F|1406|Continuar|malconga|0|76°.10.248'|09°55.489'|2665|14|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Carachupa|No|||||||||||||||||||||||||||
F|1406|Continuar|malconga|0|76°.10.248'|09°55.489'|2665|14|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
F|1406|Continuar|malconga|0|76°.10.248'|09°55.489'|2665|14|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Muca|No|||||||||||||||||||||||||||
F|1406|Continuar|malconga|0|76°.10.248'|09°55.489'|2665|14|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Perdiz|No|||||||||||||||||||||||||||
F|1406|Continuar|malconga|0|76°.10.248'|09°55.489'|2665|14|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Picuro|No|||||||||||||||||||||||||||
F|1406|Continuar|malconga|0|76°.10.248'|09°55.489'|2665|14|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Sajino|No|||||||||||||||||||||||||||
F|1406|Continuar|malconga|0|76°.10.248'|09°55.489'|2665|14|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
F|1406|Continuar|malconga|0|76°.10.248'|09°55.489'|2665|14|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Venado, luicho|No|||||||||||||||||||||||||||
F|1406|Continuar|malconga|0|76°.10.248'|09°55.489'|2665|14|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Viscacha|No|||||||||||||||||||||||||||
F|1406|Continuar|malconga|0|76°.10.248'|09°55.489'|2665|14|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Zorrillo|No|||||||||||||||||||||||||||
F|1406|Continuar|malconga|0|76°.10.248'|09°55.489'|2665|14|Amarilis||Malconga||Continuar|4|0|Continuar|2|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
B|1444|Continuar|frente a la campo deportivo|0|076.17557|09.94258|2806|2|Amarilis||San Jose De Paucar||Continuar|6|0|Continuar|3|Si|Achu|No|||||||||||||||||||||||||||
B|1444|Continuar|frente a la campo deportivo|0|076.17557|09.94258|2806|2|Amarilis||San Jose De Paucar||Continuar|6|0|Continuar|3|Si|Añuje|No|||||||||||||||||||||||||||
B|1444|Continuar|frente a la campo deportivo|0|076.17557|09.94258|2806|2|Amarilis||San Jose De Paucar||Continuar|6|0|Continuar|3|Si|Carachupa|No|||||||||||||||||||||||||||
B|1444|Continuar|frente a la campo deportivo|0|076.17557|09.94258|2806|2|Amarilis||San Jose De Paucar||Continuar|6|0|Continuar|3|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
B|1444|Continuar|frente a la campo deportivo|0|076.17557|09.94258|2806|2|Amarilis||San Jose De Paucar||Continuar|6|0|Continuar|3|Si|Muca|No|||||||||||||||||||||||||||
B|1444|Continuar|frente a la campo deportivo|0|076.17557|09.94258|2806|2|Amarilis||San Jose De Paucar||Continuar|6|0|Continuar|3|Si|Perdiz|No|||||||||||||||||||||||||||
B|1444|Continuar|frente a la campo deportivo|0|076.17557|09.94258|2806|2|Amarilis||San Jose De Paucar||Continuar|6|0|Continuar|3|Si|Picuro|No|||||||||||||||||||||||||||
B|1444|Continuar|frente a la campo deportivo|0|076.17557|09.94258|2806|2|Amarilis||San Jose De Paucar||Continuar|6|0|Continuar|3|Si|Sajino|No|||||||||||||||||||||||||||
B|1444|Continuar|frente a la campo deportivo|0|076.17557|09.94258|2806|2|Amarilis||San Jose De Paucar||Continuar|6|0|Continuar|3|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
B|1444|Continuar|frente a la campo deportivo|0|076.17557|09.94258|2806|2|Amarilis||San Jose De Paucar||Continuar|6|0|Continuar|3|Si|Venado, luicho|No|||||||||||||||||||||||||||
B|1444|Continuar|frente a la campo deportivo|0|076.17557|09.94258|2806|2|Amarilis||San Jose De Paucar||Continuar|6|0|Continuar|3|Si|Viscacha|No|||||||||||||||||||||||||||
B|1444|Continuar|frente a la campo deportivo|0|076.17557|09.94258|2806|2|Amarilis||San Jose De Paucar||Continuar|6|0|Continuar|3|Si|Zorrillo|No|||||||||||||||||||||||||||
B|1444|Continuar|frente a la campo deportivo|0|076.17557|09.94258|2806|2|Amarilis||San Jose De Paucar||Continuar|6|0|Continuar|3|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
B|1445|Continuar|frente al campo deportivo|0|076.17577|09.94231|2800|3|Amarilis||San Jose De Paucar||Continuar|4|0|Continuar|2|Si|Achu|No|||||||||||||||||||||||||||
B|1445|Continuar|frente al campo deportivo|0|076.17577|09.94231|2800|3|Amarilis||San Jose De Paucar||Continuar|4|0|Continuar|2|Si|Añuje|No|||||||||||||||||||||||||||
B|1445|Continuar|frente al campo deportivo|0|076.17577|09.94231|2800|3|Amarilis||San Jose De Paucar||Continuar|4|0|Continuar|2|Si|Carachupa|No|||||||||||||||||||||||||||
B|1445|Continuar|frente al campo deportivo|0|076.17577|09.94231|2800|3|Amarilis||San Jose De Paucar||Continuar|4|0|Continuar|2|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
B|1445|Continuar|frente al campo deportivo|0|076.17577|09.94231|2800|3|Amarilis||San Jose De Paucar||Continuar|4|0|Continuar|2|Si|Muca|No|||||||||||||||||||||||||||
B|1445|Continuar|frente al campo deportivo|0|076.17577|09.94231|2800|3|Amarilis||San Jose De Paucar||Continuar|4|0|Continuar|2|Si|Perdiz|Si|F|No|No|No|No|No|Si|No|No|No|B|No|Si|No|C|No|No|Si|No|No|No|No|No|No|No||Aumentado
B|1445|Continuar|frente al campo deportivo|0|076.17577|09.94231|2800|3|Amarilis||San Jose De Paucar||Continuar|4|0|Continuar|2|Si|Picuro|No|||||||||||||||||||||||||||
B|1445|Continuar|frente al campo deportivo|0|076.17577|09.94231|2800|3|Amarilis||San Jose De Paucar||Continuar|4|0|Continuar|2|Si|Sajino|No|||||||||||||||||||||||||||
B|1445|Continuar|frente al campo deportivo|0|076.17577|09.94231|2800|3|Amarilis||San Jose De Paucar||Continuar|4|0|Continuar|2|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
B|1445|Continuar|frente al campo deportivo|0|076.17577|09.94231|2800|3|Amarilis||San Jose De Paucar||Continuar|4|0|Continuar|2|Si|Venado, luicho|No|||||||||||||||||||||||||||
B|1445|Continuar|frente al campo deportivo|0|076.17577|09.94231|2800|3|Amarilis||San Jose De Paucar||Continuar|4|0|Continuar|2|Si|Viscacha|No|||||||||||||||||||||||||||
B|1445|Continuar|frente al campo deportivo|0|076.17577|09.94231|2800|3|Amarilis||San Jose De Paucar||Continuar|4|0|Continuar|2|Si|Zorrillo|No|||||||||||||||||||||||||||
B|1445|Continuar|frente al campo deportivo|0|076.17577|09.94231|2800|3|Amarilis||San Jose De Paucar||Continuar|4|0|Continuar|2|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
E|1454|Continuar|23 de mayo|0|76.17456|09.94216|2795|4|Amarilis||San Jose De Paucar||Continuar|5|1|Continuar|2|Si|Achu|No|||||||||||||||||||||||||||
E|1454|Continuar|23 de mayo|0|76.17456|09.94216|2795|4|Amarilis||San Jose De Paucar||Continuar|5|1|Continuar|2|Si|Añuje|No|||||||||||||||||||||||||||
E|1454|Continuar|23 de mayo|0|76.17456|09.94216|2795|4|Amarilis||San Jose De Paucar||Continuar|5|1|Continuar|2|Si|Carachupa|No|||||||||||||||||||||||||||
E|1454|Continuar|23 de mayo|0|76.17456|09.94216|2795|4|Amarilis||San Jose De Paucar||Continuar|5|1|Continuar|2|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
E|1454|Continuar|23 de mayo|0|76.17456|09.94216|2795|4|Amarilis||San Jose De Paucar||Continuar|5|1|Continuar|2|Si|Muca|No|||||||||||||||||||||||||||
E|1454|Continuar|23 de mayo|0|76.17456|09.94216|2795|4|Amarilis||San Jose De Paucar||Continuar|5|1|Continuar|2|Si|Perdiz|No|||||||||||||||||||||||||||
E|1454|Continuar|23 de mayo|0|76.17456|09.94216|2795|4|Amarilis||San Jose De Paucar||Continuar|5|1|Continuar|2|Si|Picuro|No|||||||||||||||||||||||||||
E|1454|Continuar|23 de mayo|0|76.17456|09.94216|2795|4|Amarilis||San Jose De Paucar||Continuar|5|1|Continuar|2|Si|Sajino|No|||||||||||||||||||||||||||
E|1454|Continuar|23 de mayo|0|76.17456|09.94216|2795|4|Amarilis||San Jose De Paucar||Continuar|5|1|Continuar|2|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
E|1454|Continuar|23 de mayo|0|76.17456|09.94216|2795|4|Amarilis||San Jose De Paucar||Continuar|5|1|Continuar|2|Si|Venado, luicho|No|||||||||||||||||||||||||||
E|1454|Continuar|23 de mayo|0|76.17456|09.94216|2795|4|Amarilis||San Jose De Paucar||Continuar|5|1|Continuar|2|Si|Viscacha|No|||||||||||||||||||||||||||
E|1454|Continuar|23 de mayo|0|76.17456|09.94216|2795|4|Amarilis||San Jose De Paucar||Continuar|5|1|Continuar|2|Si|Zorrillo|No|||||||||||||||||||||||||||
E|1454|Continuar|23 de mayo|0|76.17456|09.94216|2795|4|Amarilis||San Jose De Paucar||Continuar|5|1|Continuar|2|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
C|1471|Continuar|shairicancha|998|76.17826|9.92005|2556|11|Amarilis||Shairicancha||Continuar|5|1|Continuar|2|Si|Achu|No|||||||||||||||||||||||||||
C|1471|Continuar|shairicancha|998|76.17826|9.92005|2556|11|Amarilis||Shairicancha||Continuar|5|1|Continuar|2|Si|Añuje|No|||||||||||||||||||||||||||
C|1471|Continuar|shairicancha|998|76.17826|9.92005|2556|11|Amarilis||Shairicancha||Continuar|5|1|Continuar|2|Si|Carachupa|No|||||||||||||||||||||||||||
C|1471|Continuar|shairicancha|998|76.17826|9.92005|2556|11|Amarilis||Shairicancha||Continuar|5|1|Continuar|2|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
C|1471|Continuar|shairicancha|998|76.17826|9.92005|2556|11|Amarilis||Shairicancha||Continuar|5|1|Continuar|2|Si|Muca|No|||||||||||||||||||||||||||
C|1471|Continuar|shairicancha|998|76.17826|9.92005|2556|11|Amarilis||Shairicancha||Continuar|5|1|Continuar|2|Si|Perdiz|Si|B|No|Si|No|No|No|No|No|No|No|B|No|Si|No|C|No|No|Si|No|No|No|No|No|No|No||Disminuido
C|1471|Continuar|shairicancha|998|76.17826|9.92005|2556|11|Amarilis||Shairicancha||Continuar|5|1|Continuar|2|Si|Picuro|No|||||||||||||||||||||||||||
C|1471|Continuar|shairicancha|998|76.17826|9.92005|2556|11|Amarilis||Shairicancha||Continuar|5|1|Continuar|2|Si|Sajino|No|||||||||||||||||||||||||||
C|1471|Continuar|shairicancha|998|76.17826|9.92005|2556|11|Amarilis||Shairicancha||Continuar|5|1|Continuar|2|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
C|1471|Continuar|shairicancha|998|76.17826|9.92005|2556|11|Amarilis||Shairicancha||Continuar|5|1|Continuar|2|Si|Venado, luicho|No|||||||||||||||||||||||||||
C|1471|Continuar|shairicancha|998|76.17826|9.92005|2556|11|Amarilis||Shairicancha||Continuar|5|1|Continuar|2|Si|Viscacha|No|||||||||||||||||||||||||||
C|1471|Continuar|shairicancha|998|76.17826|9.92005|2556|11|Amarilis||Shairicancha||Continuar|5|1|Continuar|2|Si|Zorrillo|No|||||||||||||||||||||||||||
C|1471|Continuar|shairicancha|998|76.17826|9.92005|2556|11|Amarilis||Shairicancha||Continuar|5|1|Continuar|2|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
F|1484|Continuar|shairicancha|0|076°10.710'|09°55.114'|2541|15|Amarilis||Shairicancha||Continuar|5|1|Continuar|3|Si|Achu|No|||||||||||||||||||||||||||
F|1484|Continuar|shairicancha|0|076°10.710'|09°55.114'|2541|15|Amarilis||Shairicancha||Continuar|5|1|Continuar|3|Si|Añuje|No|||||||||||||||||||||||||||
F|1484|Continuar|shairicancha|0|076°10.710'|09°55.114'|2541|15|Amarilis||Shairicancha||Continuar|5|1|Continuar|3|Si|Carachupa|No|||||||||||||||||||||||||||
F|1484|Continuar|shairicancha|0|076°10.710'|09°55.114'|2541|15|Amarilis||Shairicancha||Continuar|5|1|Continuar|3|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
F|1484|Continuar|shairicancha|0|076°10.710'|09°55.114'|2541|15|Amarilis||Shairicancha||Continuar|5|1|Continuar|3|Si|Muca|No|||||||||||||||||||||||||||
F|1484|Continuar|shairicancha|0|076°10.710'|09°55.114'|2541|15|Amarilis||Shairicancha||Continuar|5|1|Continuar|3|Si|Perdiz|No|||||||||||||||||||||||||||
F|1484|Continuar|shairicancha|0|076°10.710'|09°55.114'|2541|15|Amarilis||Shairicancha||Continuar|5|1|Continuar|3|Si|Picuro|No|||||||||||||||||||||||||||
F|1484|Continuar|shairicancha|0|076°10.710'|09°55.114'|2541|15|Amarilis||Shairicancha||Continuar|5|1|Continuar|3|Si|Sajino|No|||||||||||||||||||||||||||
F|1484|Continuar|shairicancha|0|076°10.710'|09°55.114'|2541|15|Amarilis||Shairicancha||Continuar|5|1|Continuar|3|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
F|1484|Continuar|shairicancha|0|076°10.710'|09°55.114'|2541|15|Amarilis||Shairicancha||Continuar|5|1|Continuar|3|Si|Venado, luicho|No|||||||||||||||||||||||||||
F|1484|Continuar|shairicancha|0|076°10.710'|09°55.114'|2541|15|Amarilis||Shairicancha||Continuar|5|1|Continuar|3|Si|Viscacha|No|||||||||||||||||||||||||||
F|1484|Continuar|shairicancha|0|076°10.710'|09°55.114'|2541|15|Amarilis||Shairicancha||Continuar|5|1|Continuar|3|Si|Zorrillo|No|||||||||||||||||||||||||||
F|1484|Continuar|shairicancha|0|076°10.710'|09°55.114'|2541|15|Amarilis||Shairicancha||Continuar|5|1|Continuar|3|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
F|1486|Continuar|sheiricancha|0|76°10.777'|09°55.028'|2573|21|Amarilis||Shairicancha||Continuar|5|0|Continuar|1|Si|Achu|No|||||||||||||||||||||||||||
F|1486|Continuar|sheiricancha|0|76°10.777'|09°55.028'|2573|21|Amarilis||Shairicancha||Continuar|5|0|Continuar|1|Si|Añuje|No|||||||||||||||||||||||||||
F|1486|Continuar|sheiricancha|0|76°10.777'|09°55.028'|2573|21|Amarilis||Shairicancha||Continuar|5|0|Continuar|1|Si|Carachupa|No|||||||||||||||||||||||||||
F|1486|Continuar|sheiricancha|0|76°10.777'|09°55.028'|2573|21|Amarilis||Shairicancha||Continuar|5|0|Continuar|1|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
F|1486|Continuar|sheiricancha|0|76°10.777'|09°55.028'|2573|21|Amarilis||Shairicancha||Continuar|5|0|Continuar|1|Si|Muca|No|||||||||||||||||||||||||||
