a00a_1|a00a_2b|aa|a01|a02|a03|a04|a05|a06|a07|a07_1|a07_2|a07_3|ea|e01|e02|ea2|q01|q11|q12|q12_1|q13|q13_1|q13_2|q13_3|q13_4|q13_5|q13_6|q13_7|q13_8|q13_9|q14|q14_1|q14_2|q14_3|q15|q15_1|q15_2|q15_3|q15_4|q15_5|q15_6|q15_7|q15_8|q15_9|q15_10|q15_1_1|q16
A|1001|Continuar|calle principal de pampa verde|0|76.20454|09.88163|1859|285|Huánuco-Quisqui|Pampa Verde|||Continuar|3|0|Continuar|1|Si|Achu|No|||||||||||||||||||||||||||
A|1001|Continuar|calle principal de pampa verde|0|76.20454|09.88163|1859|285|Huánuco-Quisqui|Pampa Verde|||Continuar|3|0|Continuar|1|Si|Añuje|No|||||||||||||||||||||||||||
A|1001|Continuar|calle principal de pampa verde|0|76.20454|09.88163|1859|285|Huánuco-Quisqui|Pampa Verde|||Continuar|3|0|Continuar|1|Si|Carachupa|No|||||||||||||||||||||||||||
A|1001|Continuar|calle principal de pampa verde|0|76.20454|09.88163|1859|285|Huánuco-Quisqui|Pampa Verde|||Continuar|3|0|Continuar|1|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
A|1001|Continuar|calle principal de pampa verde|0|76.20454|09.88163|1859|285|Huánuco-Quisqui|Pampa Verde|||Continuar|3|0|Continuar|1|Si|Muca|No|||||||||||||||||||||||||||
A|1001|Continuar|calle principal de pampa verde|0|76.20454|09.88163|1859|285|Huánuco-Quisqui|Pampa Verde|||Continuar|3|0|Continuar|1|Si|Perdiz|No|||||||||||||||||||||||||||
A|1001|Continuar|calle principal de pampa verde|0|76.20454|09.88163|1859|285|Huánuco-Quisqui|Pampa Verde|||Continuar|3|0|Continuar|1|Si|Picuro|No|||||||||||||||||||||||||||
A|1001|Continuar|calle principal de pampa verde|0|76.20454|09.88163|1859|285|Huánuco-Quisqui|Pampa Verde|||Continuar|3|0|Continuar|1|Si|Sajino|No|||||||||||||||||||||||||||
A|1001|Continuar|calle principal de pampa verde|0|76.20454|09.88163|1859|285|Huánuco-Quisqui|Pampa Verde|||Continuar|3|0|Continuar|1|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
A|1001|Continuar|calle principal de pampa verde|0|76.20454|09.88163|1859|285|Huánuco-Quisqui|Pampa Verde|||Continuar|3|0|Continuar|1|Si|Venado, luicho|No|||||||||||||||||||||||||||
A|1001|Continuar|calle principal de pampa verde|0|76.20454|09.88163|1859|285|Huánuco-Quisqui|Pampa Verde|||Continuar|3|0|Continuar|1|Si|Viscacha|No|||||||||||||||||||||||||||
A|1001|Continuar|calle principal de pampa verde|0|76.20454|09.88163|1859|285|Huánuco-Quisqui|Pampa Verde|||Continuar|3|0|Continuar|1|Si|Zorrillo|No|||||||||||||||||||||||||||
A|1001|Continuar|calle principal de pampa verde|0|76.20454|09.88163|1859|285|Huánuco-Quisqui|Pampa Verde|||Continuar|3|0|Continuar|1|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
A|1008|Continuar|carretera central de huachog|0|76.20413|09.88153|1860|286|Huánuco-Quisqui|Pampa Verde|||Continuar|4|0|Continuar|1|Si|Achu|No|||||||||||||||||||||||||||
A|1008|Continuar|carretera central de huachog|0|76.20413|09.88153|1860|286|Huánuco-Quisqui|Pampa Verde|||Continuar|4|0|Continuar|1|Si|Añuje|No|||||||||||||||||||||||||||
A|1008|Continuar|carretera central de huachog|0|76.20413|09.88153|1860|286|Huánuco-Quisqui|Pampa Verde|||Continuar|4|0|Continuar|1|Si|Carachupa|No|||||||||||||||||||||||||||
A|1008|Continuar|carretera central de huachog|0|76.20413|09.88153|1860|286|Huánuco-Quisqui|Pampa Verde|||Continuar|4|0|Continuar|1|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
A|1008|Continuar|carretera central de huachog|0|76.20413|09.88153|1860|286|Huánuco-Quisqui|Pampa Verde|||Continuar|4|0|Continuar|1|Si|Muca|No|||||||||||||||||||||||||||
A|1008|Continuar|carretera central de huachog|0|76.20413|09.88153|1860|286|Huánuco-Quisqui|Pampa Verde|||Continuar|4|0|Continuar|1|Si|Perdiz|No|||||||||||||||||||||||||||
A|1008|Continuar|carretera central de huachog|0|76.20413|09.88153|1860|286|Huánuco-Quisqui|Pampa Verde|||Continuar|4|0|Continuar|1|Si|Picuro|No|||||||||||||||||||||||||||
A|1008|Continuar|carretera central de huachog|0|76.20413|09.88153|1860|286|Huánuco-Quisqui|Pampa Verde|||Continuar|4|0|Continuar|1|Si|Sajino|No|||||||||||||||||||||||||||
A|1008|Continuar|carretera central de huachog|0|76.20413|09.88153|1860|286|Huánuco-Quisqui|Pampa Verde|||Continuar|4|0|Continuar|1|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
A|1008|Continuar|carretera central de huachog|0|76.20413|09.88153|1860|286|Huánuco-Quisqui|Pampa Verde|||Continuar|4|0|Continuar|1|Si|Venado, luicho|No|||||||||||||||||||||||||||
A|1008|Continuar|carretera central de huachog|0|76.20413|09.88153|1860|286|Huánuco-Quisqui|Pampa Verde|||Continuar|4|0|Continuar|1|Si|Viscacha|No|||||||||||||||||||||||||||
A|1008|Continuar|carretera central de huachog|0|76.20413|09.88153|1860|286|Huánuco-Quisqui|Pampa Verde|||Continuar|4|0|Continuar|1|Si|Zorrillo|No|||||||||||||||||||||||||||
A|1008|Continuar|carretera central de huachog|0|76.20413|09.88153|1860|286|Huánuco-Quisqui|Pampa Verde|||Continuar|4|0|Continuar|1|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
F|1014|Continuar|fachog|998|76.19921|09.87492|1858|113|Huánuco-Quisqui|Huachog|||Continuar|4|1|Continuar|2|Si|Achu|No|||||||||||||||||||||||||||
F|1014|Continuar|fachog|998|76.19921|09.87492|1858|113|Huánuco-Quisqui|Huachog|||Continuar|4|1|Continuar|2|Si|Añuje|No|||||||||||||||||||||||||||
F|1014|Continuar|fachog|998|76.19921|09.87492|1858|113|Huánuco-Quisqui|Huachog|||Continuar|4|1|Continuar|2|Si|Carachupa|No|||||||||||||||||||||||||||
F|1014|Continuar|fachog|998|76.19921|09.87492|1858|113|Huánuco-Quisqui|Huachog|||Continuar|4|1|Continuar|2|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
F|1014|Continuar|fachog|998|76.19921|09.87492|1858|113|Huánuco-Quisqui|Huachog|||Continuar|4|1|Continuar|2|Si|Muca|No|||||||||||||||||||||||||||
F|1014|Continuar|fachog|998|76.19921|09.87492|1858|113|Huánuco-Quisqui|Huachog|||Continuar|4|1|Continuar|2|Si|Perdiz|No|||||||||||||||||||||||||||
F|1014|Continuar|fachog|998|76.19921|09.87492|1858|113|Huánuco-Quisqui|Huachog|||Continuar|4|1|Continuar|2|Si|Picuro|No|||||||||||||||||||||||||||
F|1014|Continuar|fachog|998|76.19921|09.87492|1858|113|Huánuco-Quisqui|Huachog|||Continuar|4|1|Continuar|2|Si|Sajino|No|||||||||||||||||||||||||||
F|1014|Continuar|fachog|998|76.19921|09.87492|1858|113|Huánuco-Quisqui|Huachog|||Continuar|4|1|Continuar|2|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
F|1014|Continuar|fachog|998|76.19921|09.87492|1858|113|Huánuco-Quisqui|Huachog|||Continuar|4|1|Continuar|2|Si|Venado, luicho|No|||||||||||||||||||||||||||
F|1014|Continuar|fachog|998|76.19921|09.87492|1858|113|Huánuco-Quisqui|Huachog|||Continuar|4|1|Continuar|2|Si|Viscacha|No|||||||||||||||||||||||||||
F|1014|Continuar|fachog|998|76.19921|09.87492|1858|113|Huánuco-Quisqui|Huachog|||Continuar|4|1|Continuar|2|Si|Zorrillo|No|||||||||||||||||||||||||||
F|1014|Continuar|fachog|998|76.19921|09.87492|1858|113|Huánuco-Quisqui|Huachog|||Continuar|4|1|Continuar|2|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
A|1021|Continuar|monte|0|76.20112|09.87887|1858|284|Huánuco-Quisqui|Pampa Verde|||Continuar|7|0|Continuar|5|Si|Achu|No|||||||||||||||||||||||||||
A|1021|Continuar|monte|0|76.20112|09.87887|1858|284|Huánuco-Quisqui|Pampa Verde|||Continuar|7|0|Continuar|5|Si|Añuje|No|||||||||||||||||||||||||||
A|1021|Continuar|monte|0|76.20112|09.87887|1858|284|Huánuco-Quisqui|Pampa Verde|||Continuar|7|0|Continuar|5|Si|Carachupa|No|||||||||||||||||||||||||||
A|1021|Continuar|monte|0|76.20112|09.87887|1858|284|Huánuco-Quisqui|Pampa Verde|||Continuar|7|0|Continuar|5|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
A|1021|Continuar|monte|0|76.20112|09.87887|1858|284|Huánuco-Quisqui|Pampa Verde|||Continuar|7|0|Continuar|5|Si|Muca|No|||||||||||||||||||||||||||
A|1021|Continuar|monte|0|76.20112|09.87887|1858|284|Huánuco-Quisqui|Pampa Verde|||Continuar|7|0|Continuar|5|Si|Perdiz|No|||||||||||||||||||||||||||
A|1021|Continuar|monte|0|76.20112|09.87887|1858|284|Huánuco-Quisqui|Pampa Verde|||Continuar|7|0|Continuar|5|Si|Picuro|No|||||||||||||||||||||||||||
A|1021|Continuar|monte|0|76.20112|09.87887|1858|284|Huánuco-Quisqui|Pampa Verde|||Continuar|7|0|Continuar|5|Si|Sajino|No|||||||||||||||||||||||||||
A|1021|Continuar|monte|0|76.20112|09.87887|1858|284|Huánuco-Quisqui|Pampa Verde|||Continuar|7|0|Continuar|5|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
A|1021|Continuar|monte|0|76.20112|09.87887|1858|284|Huánuco-Quisqui|Pampa Verde|||Continuar|7|0|Continuar|5|Si|Venado, luicho|No|||||||||||||||||||||||||||
A|1021|Continuar|monte|0|76.20112|09.87887|1858|284|Huánuco-Quisqui|Pampa Verde|||Continuar|7|0|Continuar|5|Si|Viscacha|No|||||||||||||||||||||||||||
A|1021|Continuar|monte|0|76.20112|09.87887|1858|284|Huánuco-Quisqui|Pampa Verde|||Continuar|7|0|Continuar|5|Si|Zorrillo|No|||||||||||||||||||||||||||
A|1021|Continuar|monte|0|76.20112|09.87887|1858|284|Huánuco-Quisqui|Pampa Verde|||Continuar|7|0|Continuar|5|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
F|1031|Continuar|huachog|998|76.20026|09.87535|1863|114|Huánuco-Quisqui|Huachog|||Continuar|5|0|Continuar|3|Si|Achu|No|||||||||||||||||||||||||||
F|1031|Continuar|huachog|998|76.20026|09.87535|1863|114|Huánuco-Quisqui|Huachog|||Continuar|5|0|Continuar|3|Si|Añuje|No|||||||||||||||||||||||||||
F|1031|Continuar|huachog|998|76.20026|09.87535|1863|114|Huánuco-Quisqui|Huachog|||Continuar|5|0|Continuar|3|Si|Carachupa|No|||||||||||||||||||||||||||
F|1031|Continuar|huachog|998|76.20026|09.87535|1863|114|Huánuco-Quisqui|Huachog|||Continuar|5|0|Continuar|3|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
F|1031|Continuar|huachog|998|76.20026|09.87535|1863|114|Huánuco-Quisqui|Huachog|||Continuar|5|0|Continuar|3|Si|Muca|No|||||||||||||||||||||||||||
F|1031|Continuar|huachog|998|76.20026|09.87535|1863|114|Huánuco-Quisqui|Huachog|||Continuar|5|0|Continuar|3|Si|Perdiz|No|||||||||||||||||||||||||||
F|1031|Continuar|huachog|998|76.20026|09.87535|1863|114|Huánuco-Quisqui|Huachog|||Continuar|5|0|Continuar|3|Si|Picuro|No|||||||||||||||||||||||||||
F|1031|Continuar|huachog|998|76.20026|09.87535|1863|114|Huánuco-Quisqui|Huachog|||Continuar|5|0|Continuar|3|Si|Sajino|No|||||||||||||||||||||||||||
F|1031|Continuar|huachog|998|76.20026|09.87535|1863|114|Huánuco-Quisqui|Huachog|||Continuar|5|0|Continuar|3|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
F|1031|Continuar|huachog|998|76.20026|09.87535|1863|114|Huánuco-Quisqui|Huachog|||Continuar|5|0|Continuar|3|Si|Venado, luicho|No|||||||||||||||||||||||||||
F|1031|Continuar|huachog|998|76.20026|09.87535|1863|114|Huánuco-Quisqui|Huachog|||Continuar|5|0|Continuar|3|Si|Viscacha|No|||||||||||||||||||||||||||
F|1031|Continuar|huachog|998|76.20026|09.87535|1863|114|Huánuco-Quisqui|Huachog|||Continuar|5|0|Continuar|3|Si|Zorrillo|No|||||||||||||||||||||||||||
F|1031|Continuar|huachog|998|76.20026|09.87535|1863|114|Huánuco-Quisqui|Huachog|||Continuar|5|0|Continuar|3|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
B|1048|Continuar|jiron provincia|998|76.39183|09.90425|2426|35|Huánuco-Quisqui|Huancapallac|||Continuar|4|0|Continuar|1|Si|Achu|No|||||||||||||||||||||||||||
B|1048|Continuar|jiron provincia|998|76.39183|09.90425|2426|35|Huánuco-Quisqui|Huancapallac|||Continuar|4|0|Continuar|1|Si|Añuje|No|||||||||||||||||||||||||||
B|1048|Continuar|jiron provincia|998|76.39183|09.90425|2426|35|Huánuco-Quisqui|Huancapallac|||Continuar|4|0|Continuar|1|Si|Carachupa|No|||||||||||||||||||||||||||
B|1048|Continuar|jiron provincia|998|76.39183|09.90425|2426|35|Huánuco-Quisqui|Huancapallac|||Continuar|4|0|Continuar|1|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
B|1048|Continuar|jiron provincia|998|76.39183|09.90425|2426|35|Huánuco-Quisqui|Huancapallac|||Continuar|4|0|Continuar|1|Si|Muca|No|||||||||||||||||||||||||||
B|1048|Continuar|jiron provincia|998|76.39183|09.90425|2426|35|Huánuco-Quisqui|Huancapallac|||Continuar|4|0|Continuar|1|Si|Perdiz|No|||||||||||||||||||||||||||
B|1048|Continuar|jiron provincia|998|76.39183|09.90425|2426|35|Huánuco-Quisqui|Huancapallac|||Continuar|4|0|Continuar|1|Si|Picuro|No|||||||||||||||||||||||||||
B|1048|Continuar|jiron provincia|998|76.39183|09.90425|2426|35|Huánuco-Quisqui|Huancapallac|||Continuar|4|0|Continuar|1|Si|Sajino|No|||||||||||||||||||||||||||
B|1048|Continuar|jiron provincia|998|76.39183|09.90425|2426|35|Huánuco-Quisqui|Huancapallac|||Continuar|4|0|Continuar|1|Si|Trucha (pesca de río)|Si|H|No|No|No|No|No|No|No|Si|No|B|No|Si|No|C|No|No|Si|No|No|No|No|No|No|No||Disminuido
B|1048|Continuar|jiron provincia|998|76.39183|09.90425|2426|35|Huánuco-Quisqui|Huancapallac|||Continuar|4|0|Continuar|1|Si|Venado, luicho|No|||||||||||||||||||||||||||
B|1048|Continuar|jiron provincia|998|76.39183|09.90425|2426|35|Huánuco-Quisqui|Huancapallac|||Continuar|4|0|Continuar|1|Si|Viscacha|No|||||||||||||||||||||||||||
B|1048|Continuar|jiron provincia|998|76.39183|09.90425|2426|35|Huánuco-Quisqui|Huancapallac|||Continuar|4|0|Continuar|1|Si|Zorrillo|No|||||||||||||||||||||||||||
B|1048|Continuar|jiron provincia|998|76.39183|09.90425|2426|35|Huánuco-Quisqui|Huancapallac|||Continuar|4|0|Continuar|1|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
A|1058|Continuar|shawintopampa|0|76.39922|09.90358|2480|181|Huánuco-Quisqui|Huancapallac|||Continuar|9|0|Continuar|3|Si|Achu|No|||||||||||||||||||||||||||
A|1058|Continuar|shawintopampa|0|76.39922|09.90358|2480|181|Huánuco-Quisqui|Huancapallac|||Continuar|9|0|Continuar|3|Si|Añuje|No|||||||||||||||||||||||||||
A|1058|Continuar|shawintopampa|0|76.39922|09.90358|2480|181|Huánuco-Quisqui|Huancapallac|||Continuar|9|0|Continuar|3|Si|Carachupa|No|||||||||||||||||||||||||||
A|1058|Continuar|shawintopampa|0|76.39922|09.90358|2480|181|Huánuco-Quisqui|Huancapallac|||Continuar|9|0|Continuar|3|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
A|1058|Continuar|shawintopampa|0|76.39922|09.90358|2480|181|Huánuco-Quisqui|Huancapallac|||Continuar|9|0|Continuar|3|Si|Muca|No|||||||||||||||||||||||||||
A|1058|Continuar|shawintopampa|0|76.39922|09.90358|2480|181|Huánuco-Quisqui|Huancapallac|||Continuar|9|0|Continuar|3|Si|Perdiz|No|||||||||||||||||||||||||||
A|1058|Continuar|shawintopampa|0|76.39922|09.90358|2480|181|Huánuco-Quisqui|Huancapallac|||Continuar|9|0|Continuar|3|Si|Picuro|No|||||||||||||||||||||||||||
A|1058|Continuar|shawintopampa|0|76.39922|09.90358|2480|181|Huánuco-Quisqui|Huancapallac|||Continuar|9|0|Continuar|3|Si|Sajino|No|||||||||||||||||||||||||||
A|1058|Continuar|shawintopampa|0|76.39922|09.90358|2480|181|Huánuco-Quisqui|Huancapallac|||Continuar|9|0|Continuar|3|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
A|1058|Continuar|shawintopampa|0|76.39922|09.90358|2480|181|Huánuco-Quisqui|Huancapallac|||Continuar|9|0|Continuar|3|Si|Venado, luicho|No|||||||||||||||||||||||||||
A|1058|Continuar|shawintopampa|0|76.39922|09.90358|2480|181|Huánuco-Quisqui|Huancapallac|||Continuar|9|0|Continuar|3|Si|Viscacha|No|||||||||||||||||||||||||||
A|1058|Continuar|shawintopampa|0|76.39922|09.90358|2480|181|Huánuco-Quisqui|Huancapallac|||Continuar|9|0|Continuar|3|Si|Zorrillo|No|||||||||||||||||||||||||||
A|1058|Continuar|shawintopampa|0|76.39922|09.90358|2480|181|Huánuco-Quisqui|Huancapallac|||Continuar|9|0|Continuar|3|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
B|1067|Continuar|felipe castañon|998|76.39134|09.90510|2405|36|Huánuco-Quisqui|Huancapallac|||Continuar|3|0|Continuar|1|Si|Achu|No|||||||||||||||||||||||||||
B|1067|Continuar|felipe castañon|998|76.39134|09.90510|2405|36|Huánuco-Quisqui|Huancapallac|||Continuar|3|0|Continuar|1|Si|Añuje|No|||||||||||||||||||||||||||
B|1067|Continuar|felipe castañon|998|76.39134|09.90510|2405|36|Huánuco-Quisqui|Huancapallac|||Continuar|3|0|Continuar|1|Si|Carachupa|No|||||||||||||||||||||||||||
B|1067|Continuar|felipe castañon|998|76.39134|09.90510|2405|36|Huánuco-Quisqui|Huancapallac|||Continuar|3|0|Continuar|1|Si|Cuy de monte, purun jaca|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|C|No|No|Si|No|No|No|No|No|No|No||Aumentado
B|1067|Continuar|felipe castañon|998|76.39134|09.90510|2405|36|Huánuco-Quisqui|Huancapallac|||Continuar|3|0|Continuar|1|Si|Muca|No|||||||||||||||||||||||||||
B|1067|Continuar|felipe castañon|998|76.39134|09.90510|2405|36|Huánuco-Quisqui|Huancapallac|||Continuar|3|0|Continuar|1|Si|Perdiz|No|||||||||||||||||||||||||||
B|1067|Continuar|felipe castañon|998|76.39134|09.90510|2405|36|Huánuco-Quisqui|Huancapallac|||Continuar|3|0|Continuar|1|Si|Picuro|No|||||||||||||||||||||||||||
B|1067|Continuar|felipe castañon|998|76.39134|09.90510|2405|36|Huánuco-Quisqui|Huancapallac|||Continuar|3|0|Continuar|1|Si|Sajino|No|||||||||||||||||||||||||||
B|1067|Continuar|felipe castañon|998|76.39134|09.90510|2405|36|Huánuco-Quisqui|Huancapallac|||Continuar|3|0|Continuar|1|Si|Trucha (pesca de río)|Si|H|No|No|No|No|No|No|No|Si|No|B|No|Si|No|BC|No|Si|Si|No|No|No|No|No|No|No||Disminuido
B|1067|Continuar|felipe castañon|998|76.39134|09.90510|2405|36|Huánuco-Quisqui|Huancapallac|||Continuar|3|0|Continuar|1|Si|Venado, luicho|Si|A|Si|No|No|No|No|No|No|No|No|B|No|Si|No|J|No|No|No|No|No|No|No|No|No|Si|guiso|Aumentado
B|1067|Continuar|felipe castañon|998|76.39134|09.90510|2405|36|Huánuco-Quisqui|Huancapallac|||Continuar|3|0|Continuar|1|Si|Viscacha|No|||||||||||||||||||||||||||
B|1067|Continuar|felipe castañon|998|76.39134|09.90510|2405|36|Huánuco-Quisqui|Huancapallac|||Continuar|3|0|Continuar|1|Si|Zorrillo|No|||||||||||||||||||||||||||
B|1067|Continuar|felipe castañon|998|76.39134|09.90510|2405|36|Huánuco-Quisqui|Huancapallac|||Continuar|3|0|Continuar|1|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
F|1070|Continuar|jiron chiclayo|998|76.25854|09.94971|2036|190|Huánuco-Quisqui|Marabamba|||Continuar|7|0|Continuar|3|Si|Achu|No|||||||||||||||||||||||||||
F|1070|Continuar|jiron chiclayo|998|76.25854|09.94971|2036|190|Huánuco-Quisqui|Marabamba|||Continuar|7|0|Continuar|3|Si|Añuje|No|||||||||||||||||||||||||||
F|1070|Continuar|jiron chiclayo|998|76.25854|09.94971|2036|190|Huánuco-Quisqui|Marabamba|||Continuar|7|0|Continuar|3|Si|Carachupa|No|||||||||||||||||||||||||||
F|1070|Continuar|jiron chiclayo|998|76.25854|09.94971|2036|190|Huánuco-Quisqui|Marabamba|||Continuar|7|0|Continuar|3|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
F|1070|Continuar|jiron chiclayo|998|76.25854|09.94971|2036|190|Huánuco-Quisqui|Marabamba|||Continuar|7|0|Continuar|3|Si|Muca|No|||||||||||||||||||||||||||
F|1070|Continuar|jiron chiclayo|998|76.25854|09.94971|2036|190|Huánuco-Quisqui|Marabamba|||Continuar|7|0|Continuar|3|Si|Perdiz|No|||||||||||||||||||||||||||
F|1070|Continuar|jiron chiclayo|998|76.25854|09.94971|2036|190|Huánuco-Quisqui|Marabamba|||Continuar|7|0|Continuar|3|Si|Picuro|No|||||||||||||||||||||||||||
F|1070|Continuar|jiron chiclayo|998|76.25854|09.94971|2036|190|Huánuco-Quisqui|Marabamba|||Continuar|7|0|Continuar|3|Si|Sajino|No|||||||||||||||||||||||||||
F|1070|Continuar|jiron chiclayo|998|76.25854|09.94971|2036|190|Huánuco-Quisqui|Marabamba|||Continuar|7|0|Continuar|3|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
F|1070|Continuar|jiron chiclayo|998|76.25854|09.94971|2036|190|Huánuco-Quisqui|Marabamba|||Continuar|7|0|Continuar|3|Si|Venado, luicho|No|||||||||||||||||||||||||||
F|1070|Continuar|jiron chiclayo|998|76.25854|09.94971|2036|190|Huánuco-Quisqui|Marabamba|||Continuar|7|0|Continuar|3|Si|Viscacha|No|||||||||||||||||||||||||||
F|1070|Continuar|jiron chiclayo|998|76.25854|09.94971|2036|190|Huánuco-Quisqui|Marabamba|||Continuar|7|0|Continuar|3|Si|Zorrillo|No|||||||||||||||||||||||||||
F|1070|Continuar|jiron chiclayo|998|76.25854|09.94971|2036|190|Huánuco-Quisqui|Marabamba|||Continuar|7|0|Continuar|3|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
F|1073|Continuar|marabamba|998|76.25999|09.94655|2026|171|Huánuco-Quisqui|Marabamba|||Continuar|3|1|Continuar|1|Si|Achu|No|||||||||||||||||||||||||||
F|1073|Continuar|marabamba|998|76.25999|09.94655|2026|171|Huánuco-Quisqui|Marabamba|||Continuar|3|1|Continuar|1|Si|Añuje|Si|B|No|Si|No|No|No|No|No|No|No|B|No|Si|No|BC|No|Si|Si|No|No|No|No|No|No|No||Disminuido
F|1073|Continuar|marabamba|998|76.25999|09.94655|2026|171|Huánuco-Quisqui|Marabamba|||Continuar|3|1|Continuar|1|Si|Carachupa|Si|B|No|Si|No|No|No|No|No|No|No|B|No|Si|No|B|No|Si|No|No|No|No|No|No|No|No||Disminuido
F|1073|Continuar|marabamba|998|76.25999|09.94655|2026|171|Huánuco-Quisqui|Marabamba|||Continuar|3|1|Continuar|1|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
F|1073|Continuar|marabamba|998|76.25999|09.94655|2026|171|Huánuco-Quisqui|Marabamba|||Continuar|3|1|Continuar|1|Si|Muca|No|||||||||||||||||||||||||||
F|1073|Continuar|marabamba|998|76.25999|09.94655|2026|171|Huánuco-Quisqui|Marabamba|||Continuar|3|1|Continuar|1|Si|Perdiz|No|||||||||||||||||||||||||||
F|1073|Continuar|marabamba|998|76.25999|09.94655|2026|171|Huánuco-Quisqui|Marabamba|||Continuar|3|1|Continuar|1|Si|Picuro|Si|B|No|Si|No|No|No|No|No|No|No|B|No|Si|No|C|No|No|Si|No|No|No|No|No|No|No||Disminuido
F|1073|Continuar|marabamba|998|76.25999|09.94655|2026|171|Huánuco-Quisqui|Marabamba|||Continuar|3|1|Continuar|1|Si|Sajino|Si|B|No|Si|No|No|No|No|No|No|No|B|No|Si|No|BC|No|Si|Si|No|No|No|No|No|No|No||Disminuido
F|1073|Continuar|marabamba|998|76.25999|09.94655|2026|171|Huánuco-Quisqui|Marabamba|||Continuar|3|1|Continuar|1|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
F|1073|Continuar|marabamba|998|76.25999|09.94655|2026|171|Huánuco-Quisqui|Marabamba|||Continuar|3|1|Continuar|1|Si|Venado, luicho|No|||||||||||||||||||||||||||
F|1073|Continuar|marabamba|998|76.25999|09.94655|2026|171|Huánuco-Quisqui|Marabamba|||Continuar|3|1|Continuar|1|Si|Viscacha|No|||||||||||||||||||||||||||
F|1073|Continuar|marabamba|998|76.25999|09.94655|2026|171|Huánuco-Quisqui|Marabamba|||Continuar|3|1|Continuar|1|Si|Zorrillo|No|||||||||||||||||||||||||||
F|1073|Continuar|marabamba|998|76.25999|09.94655|2026|171|Huánuco-Quisqui|Marabamba|||Continuar|3|1|Continuar|1|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
F|1074|Continuar|lote 12 marabamba|998|76.26011|09.94848|2039|191|Huánuco-Quisqui|Marabamba|||Continuar|2|0|Continuar|1|Si|Achu|No|||||||||||||||||||||||||||
F|1074|Continuar|lote 12 marabamba|998|76.26011|09.94848|2039|191|Huánuco-Quisqui|Marabamba|||Continuar|2|0|Continuar|1|Si|Añuje|No|||||||||||||||||||||||||||
F|1074|Continuar|lote 12 marabamba|998|76.26011|09.94848|2039|191|Huánuco-Quisqui|Marabamba|||Continuar|2|0|Continuar|1|Si|Carachupa|No|||||||||||||||||||||||||||
F|1074|Continuar|lote 12 marabamba|998|76.26011|09.94848|2039|191|Huánuco-Quisqui|Marabamba|||Continuar|2|0|Continuar|1|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
F|1074|Continuar|lote 12 marabamba|998|76.26011|09.94848|2039|191|Huánuco-Quisqui|Marabamba|||Continuar|2|0|Continuar|1|Si|Muca|No|||||||||||||||||||||||||||
F|1074|Continuar|lote 12 marabamba|998|76.26011|09.94848|2039|191|Huánuco-Quisqui|Marabamba|||Continuar|2|0|Continuar|1|Si|Perdiz|No|||||||||||||||||||||||||||
F|1074|Continuar|lote 12 marabamba|998|76.26011|09.94848|2039|191|Huánuco-Quisqui|Marabamba|||Continuar|2|0|Continuar|1|Si|Picuro|No|||||||||||||||||||||||||||
F|1074|Continuar|lote 12 marabamba|998|76.26011|09.94848|2039|191|Huánuco-Quisqui|Marabamba|||Continuar|2|0|Continuar|1|Si|Sajino|No|||||||||||||||||||||||||||
F|1074|Continuar|lote 12 marabamba|998|76.26011|09.94848|2039|191|Huánuco-Quisqui|Marabamba|||Continuar|2|0|Continuar|1|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
F|1074|Continuar|lote 12 marabamba|998|76.26011|09.94848|2039|191|Huánuco-Quisqui|Marabamba|||Continuar|2|0|Continuar|1|Si|Venado, luicho|No|||||||||||||||||||||||||||
